index,TOOL,EVENT_ID,DATE_TIME,TRANSACTION_CODE,NEW_AVAILABLE_CODE,COMMENT,Problem,Actions,Category
75,RIE03     ,0,11/30/2024 22:16,DOWN,D,"The monitor screen is so weird. Recipes,, vent, pump are missing on the screen.","Monitor screen display issue; recipes, vent, and pump options are missing on the screen.",,System Operating issues
76,RIE03     ,0,12/1/2024 8:27,DOWN,D,"Tool Alarm:Could not open Slit valve., Slit valve too long to open., Cassette2 (RIGHT)  TOOL RUN# A0, Slot# 1  : wafer inside chamber,       2-6: wafer still at cassette,            (did not process yet).","Slit valve could not open / slit valve took too long to open, causing tool alarm and stopping processing.",,slit valve issues
78,RIE03     ,0,12/3/2024 3:16,DOWN,D,"Material was not detected on the robot, arm prior to a put operation., Slot#1-6 - at cassette process done, Slot#7   - at robot arm, Slot#8   - at cassette not processed yet, Please unload wafers...",Material was not detected on the robot arm prior to a put operation.,Please unload wafers.,Material or wafer was not detected
80,RIE03     ,0,12/20/2024 7:34,EWAIT,U,,Dirty dummy wafer causing material not detected on the robot arm prior to a put operation.,Observed that the wafer is on the arm and continued the run. Requested more new Altic dummies instead of reusing used-up dummies.,Material or wafer was not detected
81,RIE03     ,0,12/24/2024 23:59,DOWN,D,"Could not open PM2 slit valve:Slit valve, took too long to open RUN # AZ, slot 1 wfr. inside tool not sure if, process was completed, slo2 - slit 3 - wfrs. still inside, cassette not process yet., pls. unload wfrs,","PM2 slit valve could not open; slit valve took too long to open, with wafers still inside the tool.",Please unload wafers.,slit valve issues
85,RIE03     ,0,1/13/2025 23:42,EWAIV,U,"QUAL RCP MPL1024 FAILED TWICE. PER TDA, #39887 NOT TO RUN UZ1W TILL FURTHER, NOTICE BY MEVC","QUAL RCP MPL1024 failed twice; per TDA, lot/tool #39887 is not to run UZ1W until further notice by MEVC.",Do not run UZ1W on #39887 until further notice by MEVC.,Qualification Failures
86,RIE03     ,0,1/14/2025 15:41,DOWN,D,"Per JL, need to put down due to, MPL1O24 due to low bias",Tool put down due to MPL1O24 with low bias.,Put down tool.,Bias issues on RF or recipes
90,RIE03     ,0,3/17/2025 20:04,DOWN,D,"ALARM: Could not open PM2 slit valve, took too long to open., TOOL RUN#: AW, SLOT 1-3: PROCESSED AND COMPLETED, SLOT 4: WAFER INSIDE CHAMBER",PM2 slit valve failed to open within the allowed time; timeout while opening.,,slit valve issues
92,RIE03     ,0,3/18/2025 2:58,DOWN,D,"ALARM: Could not open PM2 slit valve:, Slit valve too long to open., TOOL RUN#: AY, SLOT 1-6: PROCESSED AND COMPLETED, SLOT 7: WAFER ON TOOL ARM",PM2 slit valve failed to open within allowed time; slit valve too long to open.,,slit valve issues
94,RIE03     ,0,3/18/2025 18:18,DOWN,D,"ALARM: Could not open PM2 slit valve:, Slit valve took too long to open., TOOL RUN#: AF, SLOT 1: WAFER PROCESSED AND COMPLETED, SLOT 2: WAFER ON TOOL ARM, SLOT 3-10: WAFERS INSIDE CASSETTE AND, NOT YET PROCESS.",PM2 slit valve could not open; slit valve took too long to open.,,slit valve issues
96,RIE03     ,0,3/26/2025 19:29,IDLE,U,,Slit valve failed to open; PRC loses sequence; intermittent failure to open the slit valve.,Ran multiple wafers to test and could not duplicate the error.,slit valve issues
97,RIE03     ,0,3/31/2025 23:05,DOWN,D,"ALARM: Could not open PM2 slit valve:, Slit valve took too long too open., TOOL RUN#: AT/ RECIPE: MPL1024, SLOT 1-4: PROCESSED/COMPLETE, SLOT 5: INSIDE LL, SLOT 6-7: INSIDE CASSETE,NOT YET PROCESS",PM2 slit valve could not open; slit valve took too long to open.,,slit valve issues
99,RIE03     ,0,4/6/2025 3:10,DOWN,D,"RF1 RF/DC voltage is out of compliance., Setpoint=70.0+/-50.0, Actual=0.7 V.",RF1 RF/DC voltage is out of compliance; actual voltage is far below the allowed range.,,RF voltage is out of compliance
101,RIE03     ,0,4/14/2025 0:13,DOWN,D,"RF1 RF/DC voltage is out of compliance., Setpoint=70.0+/-50.0,Actual=0.5V,   CASSETTE 2,    SLOT#2 - inside the chamber, Please check & unload the wafer.. THANKS",RF1 RF/DC voltage is out of compliance; actual voltage 0.5V is outside the setpoint range.,Please check and unload the wafer.,RF voltage is out of compliance
102,RIE03     ,0,4/23/2025 23:25,DOWN,D,"ALARM: RF1 RF/DC Voltage is out of, compliance. Set point=250.0 +/- 50.0, Actual=198.5 V, TOOL RUN#: AI RCP: MPL1024, SLOT1: INSIDE CHAMBER, SLOT2: INSIDE CASSETTE-not yet process, (Also please check Mesa it has bad, connection)","RF1 RF/DC Voltage out of compliance; actual voltage below allowed range, possibly related to a bad Mesa connection.",Check Mesa for bad connection.,RF voltage is out of compliance
104,RIE03     ,0,4/24/2025 2:11,DOWN,D,"ALARM: RF1 RF/DC voltage is out of, compliance. Setpoint=250.0+/-50.0, Actual=197.6V, TOOL RUN#: AJ, SLOT1: INSIDE CHAMBER, SLOT2: INSIDE CASSETTE, not process",RF1 RF/DC voltage is out of compliance; actual voltage 197.6V is below the allowed range for the 250.0+/-50.0 setpoint.,,RF voltage is out of compliance
105,RIE03     ,0,4/28/2025 11:30,DOWN,D,"Alarmed: RF1 RF/DC VOLTAGE is out of, compliance. SETPOINT=70.0+/-50.0, ACTUAL=0.5V,  TOOL RUN # AK, SLOT 1 -> dummy, slot 2-> Production wafer sits in the, chamber., SLOT 3 THRU 8 -> Not process still sits, on LL cassette., Please check. Thanks.","RF1 RF/DC VOLTAGE out of compliance/alarm; actual voltage 0.5V is far below the setpoint range, causing tool run interruption with production wafer remaining in chamber and unprocessed wafers on LL cassette.","Please check; dummy wafer in slot 1, production wafer in slot 2 remains in chamber, slots 3 through 8 remain unprocessed on LL cassette.",RF voltage is out of compliance
107,RIE03     ,0,5/6/2025 7:56,DOWN,D,"RF1 BIAS VOLTAGE NOT SETTING UP, PLS CHECK:, TOOL RUN # AA, SLOT 1 -> DUMMY SITS IN PM1 CHAMBER, SLOT 2 THRU 6 DUMMYS AND WAFERS STILL, SITS IN LL Cassette when alarmed occured, ..",RF1 bias voltage not setting up; alarm occurred with dummy sitting in PM1 chamber and slots 2 through 6 dummies/wafers remaining in LL cassette.,Please check tool run #AA; inspect dummy in PM1 chamber and slots 2 through 6 dummies/wafers in LL cassette.,Bias issues on RF or recipes
109,RIE03     ,0,5/6/2025 20:50,DOWN,D,Qual MPL1024 failed 2X,Qualification MPL1024 failed twice.,,Qualification Failures
111,RIE03     ,0,5/7/2025 0:48,DOWN,D,"ALARM:, RF1 RF/DC Voltage is out of compliance, Setpoint = 250.0 +/-50.0. Actual=199.5V, Qual Mon in Process Slim46, Rcp MPL1024, Pls chk",RF1 RF/DC Voltage is out of compliance during process Slim46 in recipe MPL1024; actual voltage is below the allowed range.,Please check.,RF voltage is out of compliance
113,RIE03     ,0,5/7/2025 12:18,DOWN,D,"ALARMED: RF1 RF/DC out of compliance., TOOL RUN # AE, SLOT 1-> DUMMY processed done., SLOT 2  -> Production wafer sits in, PM1 MODULE OR CHAMBER., SLOT 3 THRU 8 PROD WAFERS AND DUMMYS, STILL SITS IN LL CASSETTE NOT PROCESS., PLEASE CHECK. THANKS.",RF1 RF/DC out of compliance alarm on tool run #AE; production wafer stuck in PM1 chamber and remaining wafers in load lock cassette not processed.,Please check.,RF voltage is out of compliance
114,RIE03     ,0,5/10/2025 16:43,DOWN,D,"TOOL ALARM.RF1 RF/DC VOLTAGE IS OUT, OF COMPLIANCE.SETPOINT =70.0+/50.0,, ACTUAL = 1.2 V., CASSETTE2  : TOOL RUN# AG, SLOT# 1  : DUMMY WAFER INSIDE CHAMBER,       2-6: WAFER STILL AT CASSETTE,            (NOT PROCESS YET)",RF1 RF/DC voltage out of compliance; actual voltage is far below the setpoint during tool run.,,RF voltage is out of compliance
115,RIE03     ,0,5/11/2025 3:37,DOWN,D,"RF1 RF/DC VOLTAGE IS OUT, OF COMPLIANCE.SETPOINT =70.0+/50.0,, ACTUAL = 2.0 V.,  Slot 1 inside chamber (DUMMY),  Slot 2 to 6 still inside cassette!, Pls chk.Thanks!",RF1 RF/DC voltage out of compliance; actual voltage is far below the setpoint.,"Please check tool condition; Slot 1 inside chamber (DUMMY), Slots 2 to 6 still inside cassette.",RF voltage is out of compliance
117,RIE03     ,0,5/14/2025 9:53,DOWN,D,"During MPL1024 RECIPE USED FOR QUAL, an alarmed occured :, RF1 RF/DC VOLTAGE IS out of compliance, = setpoint = 250.0 +-50.0 ActuaL=168.V, Please check., SLOT 1 SLIM MONITOR SITS IN PM1 CHAMBER.",RF1 RF/DC voltage out of compliance during MPL1024 recipe for qual; actual voltage was below the allowed range.,Please check.,RF voltage is out of compliance
120,RIE03     ,0,5/14/2025 16:20,DOWN,D,"Alarmed:, RF1 RF/DC Voltage is out of compliance, Setpoint = 70.0 +/- 50.0, Actual = 0.0V., TOOL RUN # AG, SLOT 1 = DUMMY processed DONE., SLOT 2 = PRODUCTION WAFER SITS ON PM1, CHAMBER when alarmed occured., SLOT 2 THRU 8 DUMMYS AND PRODUCTION, WAFERS STILL IN LL CASSETTE NOT PROCESS., Please check. Thanks.","RF1 RF/DC Voltage is out of compliance; actual voltage is 0.0V during run, with production wafer sitting on PM1 chamber when alarm occurred.",Please check.,RF voltage is out of compliance
121,RIE03     ,0,5/15/2025 17:46,DOWN,D,"Alarmed: RF1/DC VOLTAGE is out of, compliance ,setpoint =250.0+/-50.0, Actual = 117.2V, Running MPL1024 QUAL AND alarmed occured, SLOT 1>> SLIM 36 SITTING in pm1 chamber.",RF1/DC VOLTAGE out of compliance during running MPL1024 QUAL; actual voltage 117.2V was below the setpoint range 250.0 +/- 50.0 in PM1 chamber.,,RF voltage is out of compliance
122,RIE03     ,0,5/16/2025 3:09,UMIP,D,"When we ran dummies that good no issues., Justed ran slim got error on RF1 RF/DC, voltage is out compliance setpoint, =250.0+/-50.0 Actual=113.1Vjob test step, 7. Need EE assist please.",RF1 RF/DC voltage out of compliance during slim run/job test step 7; actual voltage 113.1 V is below the setpoint tolerance of 250.0 +/- 50.0.,Need EE assist.,RF voltage is out of compliance
123,RIE03     ,0,5/16/2025 5:52,UMIP,D,"*Need to place the rf generator on the, rf dummy load and operate the, generator at full power for 1 hour, to verify the generator is good., *If the rf generator is good, need to, operate the failing process and note, the ""load"" and ""tune"" rf capacitor, movements before and after the, failure and place the load and tune, rf capacitor movements in mesa., *If the load and tune rf capacitor, movements are abnormal, need to, observe rf reflected power., *If rf reflected power is present,, need to trouble shoot the rf reflected, power problem.",Possible RF generator issue or RF matching problem indicated by abnormal load/tune capacitor movements and presence of reflected power during process failure.,"Place the RF generator on the RF dummy load and operate at full power for 1 hour to verify the generator is good. If the RF generator is good, operate the failing process and note the load and tune RF capacitor movements before and after the failure, then place the movements in MESA. If the load and tune RF capacitor movements are abnormal, observe RF reflected power. If RF reflected power is present, troubleshoot the RF reflected power problem.",RF generator issues
124,RIE03     ,0,5/19/2025 7:58,IDLE,U,,Possible RF generator issue or RF matching problem indicated by abnormal load/tune capacitor movements and presence of reflected power during process failure.,"Place the RF generator on the RF dummy load and operate at full power for 1 hour to verify the generator is good. If the RF generator is good, operate the failing process and note the load and tune RF capacitor movements before and after the failure, then place the movements in MESA. If the load and tune RF capacitor movements are abnormal, observe RF reflected power. If RF reflected power is present, troubleshoot the RF reflected power problem.",RF generator issues
125,RIE03     ,0,5/26/2025 7:37,DOWN,D,"ALARM! RF1 RF/DC VOLTAGE IS OUT OF,     COMPLIANCE.SETPOINT=70.0+/-50.0,                ACTUAL=0.0V,   SLOT#1=DUMMY,   SLOT#2=WAFER INSIDE THE CHAMBER,   SLOT#3-6 STILL IN CASS NOT PROCESS,           YET.,     PLS CHECK...............","RF1 RF/DC voltage out of compliance; actual voltage is 0.0V, indicating RF/DC voltage failure/off-spec during processing.",Please check the RF1 RF/DC voltage issue/chamber condition.,RF voltage is out of compliance
127,RIE03     ,0,5/27/2025 0:47,DOWN,D,"ALARM: RF1 RF/DC voltage is out of, compliance. Setpoint=70.0 +- 50.0,, Actual=0.2V., JOB: 'AO', Step 8'process step' @0;10.5, TOOL RUN#: AO  RCP: TMR-FLTR-RIE, SLOT1: DUMMY INSIDE CHAMBER, SLOT2-8: ARE INSIDE CASSETTE, NOT DONE",RF1 RF/DC voltage out of compliance; actual voltage is far below the allowed setpoint range during process step 8.,,RF voltage is out of compliance
129,RIE03     ,0,5/28/2025 21:05,DOWN,D,"ALARM: RF1 RF/DC voltage is out of, compliance. Setpoint=70.0 +-, 50.0,, Actual=0.2 V., JOB: 'AN', Step: 8 'Process Step'@0:10.3, TOOL RUN#: AN, SLOT1 - DUMMY INSIDE CASSETTE, SLOT2 - WAFER INSIDE CHAMBER,NOT COMPLET, SLOT3-6 - ARE ALL INSIDE CASSETTE, NOT, PROCESS",RF1 RF/DC voltage out of compliance; actual voltage far below allowed range during process step 8.,,RF voltage is out of compliance
131,RIE03     ,0,6/3/2025 7:40,DOWN,D,"ALARM: RF1 RF/DC voltage is out of, compliance.,  ALARM ON SLOT 2,     ----------------------",RF1 RF/DC voltage is out of compliance alarm on slot 2,,RF voltage is out of compliance
133,RIE03     ,0,6/3/2025 11:29,DOWN,D," Alarm: RF1 RF/DC voltage is out of,  compliance.,  Alarm on slot 1: dummy,           slot 2-12 still in the cassete,       -------------------------------",RF1 RF/DC voltage out of compliance alarm on slot 1 (dummy wafer); slots 2-12 still in cassette.,,RF voltage is out of compliance
135,RIE03     ,0,6/5/2025 16:08,DOWN,D,"tool alarm: RF1 RF/DC voltage is out, of compliance. Setpoint= 70.0 +/- 50.0,, Actual= 0.2 V., CASSETTE2 (RIE03) TOOL RUN# AW, Slot# 1    : Dummy wafer done,       2    : wafer inside chamber,       3-12 : wafer still at cassette,              (not process yet).",RF1 RF/DC voltage out of compliance/alarm; actual voltage far below allowed range during run.,,RF voltage is out of compliance
137,RIE03     ,0,6/10/2025 20:28,DOWN,D,"ALARM FOR RF1 RF/DC VOLTAGE, RCP: N202_XXXSCCM_115S  RUN# AV, SLOT1: DUMMY INSIDE THE CHAMBER, SLOT2-12: NOT YET STARTED, PLS CHK,        ______________________",Alarm for RF1 RF/DC voltage during recipe N202_XXXSCCM_115S run; process not started for slots 2-12.,PLS CHK,RF voltage is out of compliance
139,RIE03     ,0,6/26/2025 7:26,DOWN,D,"RF1 RF/DC VOLTAGE IS OUT OF COMPLIANCE., SETPOINT=70.0+/-50.0, ACTUAL=0.0V.","RF1 RF/DC voltage out of compliance; actual voltage is 0.0 V, outside the allowed setpoint range.",,RF voltage is out of compliance
141,RIE03     ,0,6/27/2025 8:27,UP,U,"Informed MEVC if any other qual and, S/A to be ran.He said tool is back to, production on qualify recipe and dont, run recipes that keeps alarming like, TMR-FLTR-RIE/PM3_N202_SCCM.Other recipe, are fine.See previous messages.",Recipe TMR-FLTR-RIE/PM3_N202_SCCM keeps alarming; tool is back to production only on qualified recipes.,Informed MEVC; run only qualified recipes; do not run recipes that keep alarming like TMR-FLTR-RIE/PM3_N202_SCCM.,Recipe issues
142,RIE03     ,0,7/1/2025 17:39,EWAIV,U,"Yixin Chen Do not run,            PMR-Mix2,            N2O2_XXXSCCM_115S,            TMR-FLTR-RIE,            until further notice",Do not run TMR-FLTR-RIE until further notice.,Do not run TMR-FLTR-RIE until further notice.,Recipe issues
143,RIE03     ,0,7/1/2025 18:48,TIMSPMDOWN,D,PMWAIV1 expired!,PMWAIV1 expired,,PMWAIV1/PMWAIV2
144,RIE03     ,0,7/1/2025 22:48,TIMSPMWV2,U,PMWAIV2,PMWAIV2,,PMWAIV1/PMWAIV2
145,RIE03     ,0,7/2/2025 11:50,TIMSPMWV2,U,PMWAIV2,PMWAIV2,,PMWAIV1/PMWAIV2
146,RIE03     ,0,7/7/2025 1:57,DOWN,D,"2nd Etchrate test still low (Slim44),       B - 878.9,       A - 783.11,       D =  95.79,      ER =  23.9475",2nd etch rate test still low; Slim44 etch rate remains below expected.,,Etch Rate issues
147,RIE03     ,0,7/16/2025 5:23,TIMSPMDOWN,D,PMWAIV2 expired,PMWAIV2 expired,,PMWAIV1/PMWAIV2
148,RIE03     ,0,7/16/2025 7:51,EWAIT,U,,PMWAIV2 expired,,PMWAIV1/PMWAIV2
149,RIE03     ,0,7/17/2025 6:55,TIMSPMDOWN,D,PMWAIV2 expired,PMWAIV2 expired,,PMWAIV1/PMWAIV2
150,RIE03     ,0,7/17/2025 13:24,EWAIV,U,,PMWAIV2 expired,,PMWAIV1/PMWAIV2
151,RIE03     ,0,7/17/2025 16:43,EWAIT,U,,PMWAIV2 expired,,PMWAIV1/PMWAIV2
152,RIE03     ,0,7/18/2025 0:27,TIMSPMWV2,U,PMWAIV2,PMWAIV2,,PMWAIV1/PMWAIV2
